Category,Message
spam,your chance to be on a reality fantasy show call now   just p per min ntt ltd po box  croydon cr wb  is a national  rate call
ham,sorry ill call later in meeting
spam,you are a winner u have been specially selected  receive  cash or a  holiday flights inc speak to a live operator  claim 
ham,much better now thanks lol
ham,can you plz tell me the ans bslvyl sent via fullonsmscom
spam,please call our customer service representative on    between ampm as you have won a guaranteed  cash or  prize
ham,"\hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx\"""""
ham, ok i feel like john lennon
spam,do you want  anytime any network mins  text and a new video phone for only five pounds per week call  or reply for delivery tomorrow
ham,dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
ham,r we still meeting  dinner tonight
ham,thanks love but am i doing torch or bold
ham,at  lets go to bill millers
ham,by monday next week give me the full gist
ham,hmmm guess we can go  kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao
ham,i cant keep going through this it was never my intention to run you out but if you choose to do that rather than keep the room clean so i dont have to say no to visitors then maybe thats the best choice yes i wanted you to be embarassed so maybe youd feel for once how i feel when i have a friend who wants to drop buy and i have to say no as happened this morning ive tried everything i dont know what else to do
ham,hi dis is yijue i would be happy to work wif _ all for gek
ham,thanx  puttin da fone down on me
ham,i sent them do you like
ham,yay cant wait to party together
ham,whatsup there dont u want to sleep
ham,hes an adult and would learn from the experience theres no real danger i just dont like peeps using drugs they dont need but no comment
spam,dear dave this is your final notice to collect your  tenerife holiday or  cash award call  from landline tcs sae box cwwx ppm
ham,em its olowoyey uscedu have a great time in argentina not sad about secretary everything is a blessing
spam,urgent please call  from landline your abta complimentary  tenerife holiday or  cash await collection sae tcs box  cwwx ppm
ham,can not use foreign stamps in this country good lecture 
ham,no he didnt spring is coming early yay
ham,why de you looking good only
ham,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish as i entered my cabin my pa said  happy bday boss  i felt special she askd me  lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out  minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
ham,not yet chikkugoing to room nw im in bus
ham,so what u doing today
ham,you have got tallent but you are wasting
spam,urgent please call  from a landline  cash or a  holiday await collection t cs sae po box  mxy 
ham,yup but its not giving me problems now so mayb ill jus leave it
ham,"\aww you must be nearly deadwell jez iscoming over todo some workand that whilltake forever\"""""
ham,i realise you are a busy guy and im trying not to be a bother i have to get some exams outta the way and then try the cars do have a gr day
ham,sorry ill call later
ham,y de asking like this
ham,lmaonice 
spam,bought one ringtone and now getting texts costing  pound offering more tones etc
ham,cos i want it to be your thing
ham,i emailed yifeng my part oredi can _ get it fr him
ham,no im in the same boat still here at my moms check me out on yo im half naked
ham,can dunno wat to get  her
ham,much better now thanks lol
ham,good good billy mates all gone just been jogging again did enjoy concert
ham,i got lousy sleep i kept waking up every  hours to see if my cat wanted to come in i worry about him when its cold 
ham,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit
ham,okay i booked all already including the one at bugis
ham,"\cheers for callin babesozi culdnt talkbut i wannatell u details later wenwecan chat properly x\"""""
ham,oh yes ive just been a little under the weather so ive kind of been coccooning at home
ham,awesome lemme know whenever youre around
ham,you know there is i shall speak to you in  ltgt  minutes then
ham,its  to get in is that ok
ham,i wont do anything de
ham,kthen come wenever u lik to come and also tel vikky to come by getting free time
ham,thanks it was only from tescos but quite nice all gone now speak soon 
ham,i know you are serving i mean what are you doing now
ham,you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated
ham,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u
spam,your account has been credited with  free text messages to activate just txt the word credit to no  tcs wwwbiz
spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box  bray wicklow eire quiz starts saturday unsub stop
ham,he is impossible to argue with and he always treats me like his sub like he never released me  which he did and i will remind him of that if necessary
ham,cthen i thk shd b enuff still got conclusion n contents pg n references ill b doing da contents pg n cover pg
ham,ok very good its all about making that money
ham,yes now only saw your message
ham,give one miss from that number please
ham,enjoy ur life  good night
ham,_ and dont worry well have finished by march _ ish
ham,sorry ill call later
ham,nah im a perpetual dd
spam,hello darling how are you today i would love to have a chat why dont you tell me what you look like and what you are in to sexy
ham,sorry went to bed early nightnight
ham,geeee  i miss you already you know  your all i can think about fuck i cant wait till next year when we will be together  loving kiss
ham,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,no need lar i go engin cos my sis at arts today
ham,waiti will come out ltgt  min
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow 
ham,dont worry i guess hes busy
ham,i cant pick the phone right now pls send a message
ham,"im not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
ham,are you coming to day for class
ham,but we havent got da topic yet rite
spam,wamma get laidwant real doggin locations sent direct to your mobile join the uks largest dogging network txt dogs to  nownyt eca lp msg
ham,from tomorrow onwards eve  to  work
